Size_sqft,Lot_Size_sqft,Living_Area_sqft,Basement_Area_sqft,Garage_Area_sqft,Bedrooms,Bathrooms,Full_Baths,Half_Baths,Total_Rooms,Kitchens,Overall_Quality,Overall_Condition,Kitchen_Quality,Basement_Quality,Heating_Quality,Dist_Downtown_miles,Dist_School_miles,Dist_Transit_miles,Dist_Park_miles,Dist_Hospital_miles,Dist_Highway_miles,Walk_Score,Transit_Score,Year_Built,Year_Renovated,Age_Years,Years_Since_Renovation,Has_Pool,Has_Deck,Has_Porch,Has_Fireplace,Has_Central_Air,Has_Basement,Has_Garage,Is_Waterfront,Is_Corner_Lot,Has_Solar,Zone_Residential,Zone_Commercial,Zone_Suburban,Zone_Rural,Zone_Downtown,Tax_Assessed_Value,Annual_HOA_Fees,Property_Tax_Rate,Month_Sold,Year_Sold,View_Score,Fence_Quality,Roof_Age_years,Driveway_Paved,Electric_System_Type,Price_USD
2648,14233,2317,0,0,5,2.0,2,0,9,2,10,4,9,1,7,25.17,9.59,3.07,3.12,12.5,11.0,41,75,1991,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,124974,1453,3.27,3,2022,2,3,14,0,2,718316
2643,9546,2023,740,0,3,3.0,3,0,7,1,5,2,4,1,7,15.99,2.57,1.53,2.73,13.78,2.07,63,96,1993,2021,33,5,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,259621,0,2.39,4,2020,3,4,8,0,1,667791
2007,10343,1907,1043,623,4,4.5,4,1,10,1,6,3,7,7,3,17.9,6.26,3.75,1.76,9.4,5.82,56,62,1992,2000,34,26,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,497711,1958,0.9,6,2024,2,2,14,1,2,742684
1900,5650,1500,0,547,2,3.5,3,1,9,1,4,2,6,1,9,4.88,0.24,0.25,4.75,7.69,6.35,80,100,2016,1990,10,36,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,150735,870,0.64,7,2025,1,4,5,1,1,528770
4749,2211,4223,0,325,5,1.0,1,0,10,1,1,3,1,1,4,6.12,7.58,0.37,0.35,4.96,11.5,89,89,2006,2006,20,20,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,417332,209,0.62,1,2020,5,3,12,1,1,1007261
2522,12663,1994,1039,292,5,3.5,3,1,11,2,5,1,6,9,10,13.53,6.96,0.33,3.53,8.58,7.04,62,100,1984,1995,42,31,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,276059,0,1.23,8,2024,1,1,15,0,1,813876
4683,4357,3864,1443,449,2,4.0,4,0,9,1,6,9,4,3,4,22.08,9.52,1.03,3.76,3.76,9.36,47,92,1966,2025,60,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,144945,3491,0.76,10,2021,4,4,19,1,3,1058417
1650,10794,1437,0,785,2,3.0,3,0,6,1,1,5,1,1,6,20.37,9.32,2.39,2.81,9.07,11.34,55,89,1955,0,71,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,253465,0,1.0,8,2020,2,4,14,1,3,498790
1375,16275,1240,0,776,3,1.0,1,0,7,1,9,8,10,1,2,21.24,3.64,4.54,0.76,11.65,4.52,35,63,1994,0,32,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,280176,0,1.46,3,2024,5,1,9,1,3,776715
3248,11667,3125,0,667,5,4.5,4,1,11,2,6,9,5,1,1,29.16,4.45,4.52,3.83,6.86,0.66,34,54,2016,0,10,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,428148,0,0.77,11,2020,4,2,25,0,1,1061779
3907,17779,3573,769,776,5,1.5,1,1,10,1,1,8,1,1,8,1.89,8.42,4.82,3.63,2.82,0.82,71,58,2002,2016,24,10,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,475343,4870,2.4,1,2025,1,4,24,1,1,946868
1088,3053,975,591,553,3,3.0,3,0,7,1,7,2,5,5,7,2.34,4.76,2.97,0.24,8.61,5.26,92,69,2001,0,25,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,192270,2724,0.81,1,2021,4,1,10,0,3,675654
3477,6876,2867,0,338,3,4.5,4,1,11,1,9,1,10,1,4,0.65,6.46,2.49,2.07,6.8,10.02,97,70,1995,0,31,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,72988,1359,2.96,12,2025,3,2,9,0,1,1013049
3839,19039,3014,0,541,2,3.0,2,2,8,1,5,3,6,1,2,10.05,2.77,2.92,4.22,10.67,7.52,68,81,2003,2020,23,6,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,102215,4179,2.54,11,2026,1,4,4,0,2,842327
4941,11110,4500,0,106,1,1.0,1,0,3,1,3,8,3,1,5,13.48,8.88,0.37,0.1,12.27,1.49,76,98,2007,0,19,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,230296,936,2.92,7,2024,2,1,1,0,3,1039707
2452,2957,2101,241,696,3,1.0,1,0,8,1,4,6,3,2,7,29.35,2.64,0.64,0.34,7.22,10.32,36,100,1992,0,34,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,347962,4054,2.87,9,2022,3,2,0,1,2,602494
2893,5453,2445,785,103,1,3.0,3,0,5,1,5,6,6,8,1,28.05,1.37,4.68,3.83,10.16,10.08,34,61,1970,2023,56,3,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,317573,2564,2.17,9,2026,1,1,1,1,1,741985
3712,9740,2926,1371,0,2,1.5,1,1,7,1,1,3,2,1,2,18.17,4.07,1.22,1.72,10.4,11.63,50,93,1994,0,32,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,347701,4695,2.73,7,2022,3,3,3,1,3,796920
1090,17381,879,0,215,2,1.0,1,0,5,1,4,4,3,1,5,26.46,5.65,1.15,3.94,3.27,0.87,51,83,1991,0,35,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,277726,0,0.82,7,2022,3,4,5,1,1,486460
3031,14244,2818,0,795,5,2.0,2,0,9,1,7,3,6,1,7,29.58,0.48,2.48,4.26,5.21,4.38,33,71,2026,2008,0,18,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,121543,4060,2.23,4,2025,1,4,6,0,2,756329
3078,12084,2649,718,732,1,1.5,1,1,5,1,9,1,10,6,5,29.76,5.38,4.65,2.89,13.16,2.88,32,63,1969,1991,57,35,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,332001,0,2.96,2,2022,2,1,16,0,1,851836
1714,19635,1658,0,657,4,4.0,3,2,9,2,7,3,5,1,8,22.85,4.47,0.76,0.21,5.1,3.57,54,95,2018,1994,8,32,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,373231,0,2.97,8,2020,2,2,6,1,3,678733
1065,5882,852,1003,462,5,4.0,4,0,12,1,7,5,9,10,3,2.36,9.27,4.4,4.07,10.57,7.78,82,65,2024,1995,2,31,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,308556,2843,1.91,2,2022,2,2,25,1,3,736700
2793,18722,2690,1238,278,3,4.0,3,2,7,1,2,2,3,3,2,25.87,0.99,1.76,4.6,10.15,5.74,38,78,1996,0,30,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,426131,1592,2.0,1,2025,4,2,1,1,3,787278
1069,3531,993,0,515,3,2.0,1,2,6,1,4,10,4,1,7,13.08,0.64,3.57,1.37,13.94,0.7,57,63,2013,2022,13,4,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,392135,2916,3.47,1,2025,3,1,24,1,3,554518
4811,12381,4500,304,767,3,3.5,3,1,10,1,10,9,10,9,1,22.78,3.45,2.03,4.34,14.43,9.36,56,73,1976,0,50,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,124670,0,2.6,2,2022,3,1,13,0,1,1042983
2849,6011,2437,1232,516,4,3.5,3,1,11,1,1,10,1,8,5,18.51,2.96,3.57,1.74,1.7,2.87,54,67,2005,1998,21,28,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,435260,857,3.46,8,2021,3,1,3,1,2,824704
4537,18235,3506,0,120,1,2.0,2,0,6,1,6,6,6,1,1,27.1,8.77,4.15,0.55,12.07,1.31,30,59,1976,0,50,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,233731,2674,1.55,8,2026,4,1,24,0,2,910166
4369,12851,3836,421,367,3,4.0,4,0,9,1,1,4,1,2,5,19.67,9.57,0.82,3.72,3.96,10.39,57,96,1978,1995,48,31,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,198497,0,2.0,12,2026,3,3,18,0,2,943535
1806,18623,1543,0,521,1,1.5,1,1,5,1,7,7,7,1,6,4.33,9.15,0.44,4.77,9.76,3.45,97,97,1993,2020,33,6,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,403628,0,3.21,4,2025,1,4,13,1,2,676943
1985,15804,1593,0,0,5,3.0,3,0,11,2,2,5,1,1,10,26.63,5.88,4.6,0.35,3.8,8.52,36,62,2020,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,454703,0,3.13,9,2023,1,1,13,1,2,633048
4210,18766,3378,0,439,4,2.0,2,0,10,1,9,7,9,1,4,8.29,0.6,0.45,4.17,14.53,10.49,90,98,1988,0,38,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,123343,1334,1.61,8,2023,1,4,21,1,3,993017
3424,14463,2746,397,653,2,1.5,1,1,6,1,8,1,10,2,7,3.1,3.29,2.26,1.29,12.99,10.83,91,91,2012,2025,14,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,266513,3767,1.01,4,2026,3,1,22,1,1,943602
2846,8878,2144,630,299,3,2.5,2,1,9,1,2,4,2,6,6,4.0,5.5,1.11,2.41,6.63,1.78,80,81,2010,2026,16,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,401950,4437,3.23,12,2024,1,2,10,1,2,715878
4378,15502,4247,888,618,5,4.0,4,0,10,1,6,5,6,6,1,4.09,1.75,1.01,4.58,6.33,10.3,98,90,1997,2021,29,5,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,494342,4477,0.7,7,2023,5,1,17,1,3,1118761
3460,12045,2932,509,616,5,1.0,1,0,8,1,8,7,10,5,1,8.89,5.04,3.59,0.95,5.89,3.77,62,80,1962,0,64,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,432533,1736,2.24,8,2022,3,3,17,1,3,990024
4170,8079,3449,0,399,4,4.5,4,1,9,1,5,5,6,1,5,11.51,2.19,1.4,3.95,2.62,11.51,76,81,2003,1999,23,27,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,452575,2725,1.45,1,2023,2,1,6,1,2,1084917
2172,11750,1646,987,183,1,3.5,3,1,7,1,1,2,1,5,7,2.82,4.59,4.02,0.55,2.72,1.34,87,58,2005,0,21,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,474653,4667,0.51,7,2024,3,2,21,1,2,664647
2991,9850,2676,1068,356,5,3.5,3,1,11,1,7,1,9,2,10,19.55,5.63,1.01,1.08,12.96,1.99,57,90,1994,2018,32,8,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,435644,3755,2.74,9,2020,5,3,23,1,3,1028599
2464,17811,2378,0,520,4,3.0,3,0,9,1,6,7,8,1,3,27.51,9.06,4.19,1.86,7.26,10.91,27,62,1976,2025,50,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,454406,4182,2.28,5,2022,3,3,9,0,3,831052
4082,3964,3413,0,463,3,1.0,1,0,5,1,2,7,4,1,1,2.62,4.85,1.87,2.03,3.37,4.03,88,81,2012,0,14,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,341477,0,2.78,5,2020,1,3,2,1,2,809235
4560,6878,3477,0,612,5,4.0,4,0,11,2,3,5,3,1,3,18.66,8.2,3.29,0.39,1.84,11.02,60,80,1987,0,39,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,483935,0,3.09,9,2021,1,1,19,1,3,1005821
4320,2688,3386,619,277,4,3.5,3,1,10,1,10,8,10,10,4,21.51,5.36,0.58,0.91,12.12,8.28,62,90,1965,2011,61,15,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,382190,0,2.96,4,2026,2,3,8,1,1,1146545
3369,3653,3223,482,251,4,4.0,4,0,9,1,5,7,4,7,9,7.22,1.32,3.33,1.58,12.24,8.51,68,66,1992,2004,34,22,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,488683,3264,0.88,7,2024,1,1,14,1,2,937548
4686,5180,4379,1347,611,2,4.0,4,0,8,1,7,5,5,5,1,1.04,8.98,4.55,3.61,12.69,9.59,91,65,1995,2007,31,19,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,70395,4597,1.65,1,2023,2,3,16,1,3,1017546
3288,17594,2782,0,0,2,3.5,3,1,6,1,3,4,2,1,6,12.37,1.57,3.44,0.51,8.48,5.11,72,78,1998,1996,28,30,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,126084,0,2.71,11,2020,5,3,18,0,1,749844
976,12103,769,877,639,1,3.0,2,2,6,1,1,2,1,10,9,19.39,3.27,2.82,2.64,8.96,8.03,46,75,2004,0,22,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,96000,4529,2.7,3,2025,3,2,24,0,2,371944
2825,3927,2467,565,0,5,3.0,3,0,10,1,2,7,1,9,10,12.54,2.62,1.73,2.8,8.7,7.84,79,84,2025,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,392390,0,2.44,10,2025,5,2,16,1,2,752551
811,18827,700,0,249,1,4.0,3,2,6,1,6,1,4,1,1,1.23,7.41,2.99,1.8,13.32,11.16,93,82,1990,0,36,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,422418,0,2.03,4,2022,5,4,19,1,3,591469
4746,18340,4256,696,641,1,2.0,2,0,6,1,8,1,8,4,1,11.72,7.05,4.29,0.1,11.49,11.79,69,62,2012,2015,14,11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,343461,0,0.97,11,2026,2,4,2,0,2,1213127
4032,13367,3852,0,754,4,4.0,4,0,12,1,4,10,2,1,1,11.28,5.02,4.93,4.15,5.62,5.2,68,53,1962,0,64,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,139934,0,0.71,7,2024,2,3,13,1,2,948674
1608,4102,1237,288,607,1,3.5,3,1,6,1,1,8,1,9,8,25.38,2.77,4.07,2.4,3.75,5.9,43,71,1970,2013,56,13,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,237435,0,3.19,5,2025,2,3,21,0,2,462778
2372,3619,2285,1235,486,4,4.5,4,2,12,1,4,2,3,8,1,25.87,5.88,4.1,2.46,9.66,7.71,40,62,1977,0,49,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,96976,0,3.06,4,2021,3,4,1,0,1,619163
4965,15405,4003,0,541,1,1.0,1,0,4,1,10,8,10,1,9,19.77,4.54,0.31,4.82,6.88,10.15,50,89,1985,2015,41,11,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,397795,0,0.99,5,2025,4,3,23,0,2,1121299
2748,11491,2400,755,605,1,3.5,3,1,6,1,10,9,10,4,9,29.08,1.15,3.75,3.79,0.95,4.8,20,68,1978,2023,48,3,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,92000,0,2.02,6,2021,4,1,1,1,3,857383
4701,2341,3875,0,318,5,1.5,1,1,7,1,6,6,7,1,9,17.38,6.77,0.96,3.49,0.91,5.25,55,86,2003,0,23,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,336917,0,1.54,4,2022,1,1,16,1,2,1043890
1166,17662,1040,0,333,4,2.0,2,0,7,2,6,5,8,1,3,26.0,5.13,4.44,2.19,11.78,3.73,25,59,1993,1992,33,34,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,100578,0,2.13,5,2026,2,1,1,1,1,505228
3284,15037,2962,0,296,4,1.5,1,1,8,1,9,10,9,1,7,27.5,5.17,3.7,2.33,13.98,5.88,30,77,1962,0,64,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,348045,0,3.41,9,2021,5,2,7,1,3,910883
1447,6632,1296,487,528,1,4.5,4,2,9,1,1,8,3,10,8,1.53,6.03,0.68,0.47,5.91,10.26,100,98,2004,2023,22,3,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,227455,0,2.86,8,2020,2,3,20,1,2,622633
2319,11610,2163,1107,198,4,4.5,4,2,9,1,2,4,1,6,7,17.73,1.58,3.07,3.55,9.14,6.92,59,77,1958,2001,68,25,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,470528,2770,0.63,4,2026,1,1,24,0,3,677835
1359,17829,1186,0,581,3,3.5,3,1,9,1,8,1,10,1,3,24.52,1.89,2.13,3.86,5.97,8.02,51,80,1984,1999,42,27,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,317176,1044,1.93,10,2024,1,2,24,1,2,651131
1758,2468,1549,1114,464,4,4.0,3,2,10,1,6,2,6,9,7,20.84,2.3,2.59,3.12,11.93,11.72,50,72,2004,0,22,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,442430,0,1.33,10,2026,1,1,23,0,3,748919
1901,10165,1440,677,0,3,3.0,3,0,7,1,6,3,8,4,5,8.96,6.23,0.14,4.11,11.39,11.39,78,100,1994,2003,32,23,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,391176,1553,2.06,7,2022,1,1,25,0,3,743610
4408,5919,4092,0,767,3,2.0,2,0,9,2,4,2,5,1,4,24.47,4.35,2.41,3.96,2.91,10.02,40,82,1956,2023,70,3,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,299013,103,1.29,2,2026,4,1,17,1,1,962458
1891,15138,1542,0,741,3,4.5,4,1,8,1,7,3,5,1,7,1.26,7.79,2.52,2.9,6.51,3.25,87,79,1952,0,74,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,333793,0,2.23,5,2020,3,1,1,1,1,752269
1563,17709,1173,0,126,2,3.0,3,0,9,1,3,9,1,1,2,22.25,5.2,0.39,0.41,6.49,4.09,64,100,1991,0,35,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,110048,4794,1.14,1,2021,5,2,2,1,1,558763
4445,4807,4291,1118,0,1,3.0,2,2,7,1,10,4,10,6,8,9.16,1.38,1.0,0.87,8.89,11.18,88,85,2023,2012,3,14,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,155939,0,1.33,4,2022,2,4,9,1,1,1074316
4734,13864,4461,0,791,4,2.5,2,1,10,1,10,6,10,1,2,21.54,5.49,1.44,4.34,11.63,1.03,45,78,1981,0,45,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,457220,2120,0.99,11,2025,2,4,22,1,3,1113216
4748,18731,4500,1272,491,3,4.0,4,0,10,1,1,9,1,6,5,24.14,7.63,1.51,2.25,13.82,11.16,48,82,2016,2013,10,13,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,311775,4969,2.31,10,2023,1,1,3,0,2,928415
3275,10578,2728,302,269,4,1.5,1,1,7,2,9,4,10,5,5,2.29,1.64,1.77,2.01,6.09,7.63,83,76,1962,0,64,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,156136,0,0.6,4,2022,2,4,9,1,3,887137
4272,2824,3228,1002,314,4,1.0,1,0,6,1,9,9,9,10,5,9.3,2.21,2.69,0.64,13.71,4.07,79,79,2013,1996,13,30,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,289255,1555,2.33,6,2021,3,3,22,1,3,1164718
2458,17301,1969,0,0,2,3.5,3,1,9,1,1,1,1,1,8,11.44,6.89,1.29,2.35,1.8,1.83,81,91,1993,2026,33,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,234951,4631,1.3,3,2025,2,2,1,1,3,569254
4282,14040,4131,280,736,1,2.0,2,0,7,1,4,9,4,7,5,8.73,0.35,3.53,4.33,2.97,9.98,69,71,2014,0,12,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,91905,4193,0.75,1,2022,4,2,10,0,2,1109829
4737,14472,4211,0,649,5,3.0,3,0,10,1,1,1,2,1,7,2.03,8.2,1.88,4.59,9.64,11.04,92,79,1998,2016,28,10,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,351266,0,3.15,7,2021,3,4,4,0,1,1043639
1320,17375,1270,482,348,2,1.0,1,0,5,2,2,1,2,2,9,29.87,3.99,0.19,4.48,5.8,1.1,43,94,2019,2021,7,5,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,60590,4421,1.25,12,2024,3,4,10,1,3,431463
2516,15542,2454,717,663,2,3.0,3,0,8,1,6,6,8,2,2,6.59,0.56,2.83,4.03,14.34,4.8,77,75,1974,1994,52,32,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,450528,2385,2.57,1,2022,1,4,3,1,2,810095
2430,16230,2218,1182,791,2,3.5,3,1,7,1,3,10,2,7,7,9.07,0.96,1.23,1.17,1.72,2.37,68,98,1995,2011,31,15,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,74140,0,0.7,7,2026,3,1,13,1,2,776535
2543,12044,2468,321,311,1,2.5,2,1,4,1,8,9,10,7,8,1.56,9.14,0.51,4.04,8.33,6.78,100,100,2014,0,12,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,282231,0,1.79,3,2026,3,3,19,0,1,891330
3254,15430,3019,0,759,5,3.0,2,2,10,1,3,5,1,1,3,11.52,1.53,0.96,0.69,9.69,10.82,84,88,2023,0,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,153303,297,0.79,7,2022,3,3,3,0,3,891254
2370,8704,2233,924,273,3,4.5,4,2,8,1,3,3,4,4,6,5.43,4.45,1.7,3.04,6.85,1.49,75,79,1976,2014,50,12,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,296530,847,1.2,2,2021,4,4,10,1,1,834281
2604,5461,2222,0,788,2,2.0,2,0,6,1,1,3,1,1,7,25.34,5.89,0.3,3.26,14.81,9.94,46,100,2004,2015,22,11,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,243234,0,0.81,7,2021,4,1,9,0,2,652517
1060,18455,974,808,509,5,3.0,3,0,11,1,1,6,1,5,6,11.78,5.53,4.64,3.39,8.15,9.91,52,62,1976,2015,50,11,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,290969,0,2.88,9,2025,5,2,13,0,1,572739
4940,8839,3749,1312,569,3,4.0,4,0,11,1,9,3,7,4,10,4.44,3.37,3.77,3.09,8.3,11.21,77,65,1954,2017,72,9,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,480621,0,1.87,5,2025,5,3,14,1,1,1196697
2100,12264,2056,0,257,4,3.0,3,0,10,1,9,6,10,1,4,22.58,9.35,2.19,3.47,10.44,2.78,58,79,1991,0,35,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,405826,0,0.59,3,2022,1,3,13,1,3,851332
1611,12126,1539,280,311,2,2.5,2,1,5,1,9,7,9,1,2,26.95,3.5,3.77,0.23,4.48,1.8,26,60,1997,2004,29,22,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,350795,3466,3.18,12,2023,3,2,8,1,2,757225
3032,16355,2611,549,309,2,4.0,4,0,10,1,8,4,6,4,1,4.31,5.91,3.94,3.03,9.2,10.2,72,75,2015,0,11,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,167590,0,1.43,3,2025,3,1,17,1,1,891593
3509,13393,3004,1290,562,4,2.0,2,0,10,1,1,10,3,7,1,10.87,3.82,3.18,1.83,10.41,4.99,67,77,2011,2012,15,14,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,171464,0,0.65,8,2026,4,4,4,0,3,831213
2770,9970,2701,1349,0,3,2.5,2,1,7,1,7,1,9,3,2,10.74,2.59,3.45,0.61,8.76,6.33,62,62,2023,1998,3,28,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,147358,3927,1.68,10,2022,3,3,17,1,1,815143
818,3479,746,824,104,1,3.5,3,1,8,1,7,8,8,7,5,15.26,3.41,3.88,1.56,2.82,1.63,58,68,1983,0,43,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,390404,2185,0.98,1,2020,4,3,19,1,2,654588
3813,14194,3726,0,158,1,1.0,1,0,3,1,6,5,7,1,7,21.41,2.69,1.64,3.45,9.61,6.4,52,93,1956,1993,70,33,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,184129,0,0.9,4,2022,5,1,13,1,3,870208
4743,15139,4500,0,375,4,2.5,2,1,8,1,10,3,8,1,2,17.32,6.25,0.75,1.82,8.22,11.51,57,93,1995,0,31,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,168788,52,2.66,10,2020,5,2,23,0,1,1111238
805,13157,700,1107,542,5,1.0,1,0,10,1,5,4,3,2,9,0.53,5.64,3.99,3.4,5.16,8.09,94,65,1964,0,62,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,66933,0,2.2,6,2026,3,1,4,1,1,497180
2469,11842,2342,519,323,1,1.5,1,1,6,1,8,9,7,6,2,20.86,6.13,2.65,0.69,7.2,7.79,54,84,1964,1998,62,28,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,442886,754,1.54,8,2026,3,1,19,1,1,799172
2662,7032,2324,0,485,3,1.0,1,0,5,2,10,10,10,1,9,25.01,7.53,3.88,4.35,5.14,4.71,39,70,1990,0,36,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,136288,0,3.35,3,2020,4,3,17,0,3,793954
4351,17367,3326,0,534,1,2.0,2,0,6,1,10,8,10,1,9,12.26,4.22,2.89,2.7,3.56,9.95,65,71,2020,2006,6,20,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,132741,876,3.42,7,2026,4,4,6,1,1,1085318
4029,19143,3756,422,454,2,2.0,2,0,5,1,8,7,7,6,1,28.13,1.33,1.47,1.56,4.59,7.82,33,86,2010,0,16,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,472454,2330,0.97,11,2026,2,2,7,1,1,1045439
1738,19158,1486,0,476,5,1.5,1,1,9,2,6,4,7,1,8,8.53,1.73,1.98,0.92,13.13,9.45,86,91,1993,0,33,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,462698,0,1.92,7,2022,5,4,17,1,3,754599
2070,12464,1852,1454,201,5,1.0,1,0,10,1,7,6,5,7,10,10.11,0.42,1.5,3.79,14.14,9.81,74,96,1991,2004,35,22,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,229902,612,1.95,7,2024,5,3,25,1,3,825621
1742,7074,1324,871,272,2,4.5,4,1,10,1,1,5,3,7,7,10.22,6.45,3.8,0.54,5.14,1.97,68,65,2014,2002,12,24,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,201257,4465,1.23,6,2021,1,3,11,0,3,564809
3940,4097,3441,1312,670,4,4.0,4,0,11,2,3,5,1,4,7,17.89,4.86,1.19,4.58,9.96,7.79,70,83,2016,2004,10,22,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,254101,0,3.35,12,2026,2,2,9,1,1,1007261
1038,2010,1013,534,592,1,2.5,2,1,6,1,8,5,8,7,8,19.89,4.47,2.48,3.73,0.69,10.69,55,89,2022,1997,4,29,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,381074,0,3.22,6,2021,2,3,0,1,1,657657
2950,7820,2241,694,186,1,4.0,4,0,8,1,4,7,3,2,10,7.21,9.15,4.32,2.68,14.18,8.88,81,73,1995,2016,31,10,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,386134,0,2.24,7,2025,4,1,14,1,3,854629
